row_index,name,value_chain_position,semiconductor_relevance,capabilities,end_markets,india_angle,summary,technical_expertise,status,inferred_field_count,model
376,Pfeiffer Vacuum (India) Private Limited,Equipment,High,Turbomolecular vacuum pumps | Dry vacuum pumps | Leak detectors,Logic | Memory | Advanced Packaging,Pfeiffer Vacuum (India) Private Limited provides complete fab solutions including vacuum pumps and systems.,"Pfeiffer Vacuum (India) Private Limited supplies advanced vacuum technology solutions critical for semiconductor manufacturing processes such as PVD, CVD, lithography, etch, and implant. They offer a range of products including turbomolecular and dry vacuum pumps, as well as leak detectors and contamination management systems.",Ultra-high vacuum systems | Vacuum technology for semiconductor processes | Contamination management systems,ok,0,gpt-4o
377,Picotech Solutions Pte Ltd,Other,"None -- the company's focus appears to be on engineering solutions for the oil and gas industry, not semiconductors",,,"Picotech Solutions has expanded into Southeast Asia and India in 2024, indicating a strategic presence in these regions.","Picotech Solutions Pte Ltd is a provider of advanced engineering solutions primarily for the oil and gas industry. The company offers design, consulting, implementation, and maintenance services, focusing on customer satisfaction and innovation.",,ok,0,gpt-4o
378,PILLAR Corporation,Chemicals & Gases,Medium,"PFA/PTFE fittings, tubing, and valves | Sealing solutions including mechanical seals and gaskets",Semiconductor & Chemical Delivery | Sealing Solutions,"PILLAR Corporation is committed to supporting the growth of the semiconductor ecosystem in India with fluid-control, sealing, and engineering solutions.","PILLAR Corporation specializes in fluid control and sealing solutions, providing products such as PFA/PTFE fittings, tubing, valves, and mechanical seals for semiconductor manufacturing. They focus on optimizing fluid control systems and manufacturing processes, supporting various advanced industries including semiconductors.",Fluid control engineering | Sealing technology,ok,0,gpt-4o
379,Plug and Play Kyoto / Kyoto City,Materials,High,MISTDRY™ technology for film-formation | Gallium oxide (Ga2O3) power devices | Schottky Barrier Diode with low specific on-resistance,Power,,"FLOSFIA Inc. specializes in the development of low-loss power devices using gallium oxide, leveraging their proprietary MISTDRY™ technology for film-formation. They focus on reducing power loss and environmental impact in semiconductor manufacturing and usage.",mist chemical vapor deposition | gallium oxide semiconductor technology | power loss reduction in semiconductors,ok,0,gpt-4o
380,Pophen Technology India Pvt Ltd,Facility & Infrastructure,Medium,Cleanroom ceiling and partition wall systems | Modular cleanroom solutions | Energy-saving cleanroom design,Microelectronics | Semiconductors | Optoelectronics,"Pophen Technology India Pvt Ltd specializes in cleanroom ceiling and partition wall systems, indicating a focus on infrastructure solutions within India.","Pophen Technology is a high-tech enterprise specializing in the design, manufacturing, and services of cleanroom ceiling and partition wall systems. Their solutions are tailored for controlled environments in the semiconductor, microelectronics, and optoelectronics industries, providing modular and energy-efficient cleanroom systems.",Cleanroom technology | Energy-efficient design | Modular construction,ok,0,gpt-4o
381,Power Cube Semi,Design Services,High,2300V SiC MOSFET development | UV LED driver ICs,Power | Automotive,,"Power Cube Semi specializes in the development of advanced semiconductor components, including high-voltage SiC MOSFETs and UV LED driver ICs. Their products are crucial for applications in power electronics and automotive sectors, addressing the needs of emerging technologies like electric vehicles and AI-driven data centers.",SiC MOSFET technology | UV LED driver IC design,ok,0,gpt-4o
382,Praj HiPurity Systems Ltd,Other,,,,,,,empty-input,0,gpt-4o
383,Prama Instruments Pvt Ltd,Other,"None -- the company's focus is on laboratory and gas management systems, not directly on semiconductors",,,,"Prama Instruments Pvt Ltd specializes in manufacturing and providing turnkey solutions for gas management systems and analytical laboratory instruments, primarily serving industries such as pharmaceuticals, chemicals, and oil & gas. Their expertise lies in delivering high-precision laboratory solutions and comprehensive gas systems.",,ok,0,gpt-4o
384,Primionics Pvt. Ltd.,Test & Measurement,Medium,Electronic and RF validation platforms | PCIe interconnect and embedded computing | Precision measurement and signal generation,Automotive | RF/5G | Industrial Manufacturing,"Primionics provides electronic test, industrial automation, and embedded computing technologies in India.","Primionics Pvt. Ltd. specializes in electronic test and validation, offering platforms for RF and power measurement, PCIe interconnect, and embedded computing. Their solutions support semiconductor development and validation, particularly in automotive and industrial applications.",PCIe interconnect technology | Embedded computing | RF and power measurement,ok,0,gpt-4o
385,Ptw Semiconductor India Private Limited,Equipment,High,Legacy tool support | Tool refurbishment | Spare parts supply,Legacy semiconductor equipment,PTW Semiconductor India Private Limited focuses on servicing and refurbishing legacy semiconductor equipment in India.,"PTW Semiconductor India Private Limited specializes in servicing, repairing, upgrading, and refurbishing legacy semiconductor equipment. They provide spare parts, OEM repaired or refurbished parts, and offer corrective and preventive maintenance services. Their focus is on supporting legacy tools, ensuring continued operation and efficiency for semiconductor manufacturers.",Equipment refurbishment | Corrective and preventive maintenance,ok,0,gpt-4o
386,PURITECH NOIDA PVT LTD,Other,,,,,,,empty-input,0,gpt-4o
387,PVA TePla AG,Equipment,High,Metrology systems | Material processing systems | Advanced inspection solutions,Semiconductor | Aerospace | Research & Development,,"PVA TePla AG specializes in providing high-tech metrology and material processing systems for the semiconductor industry. Their solutions are designed to enhance the efficiency and precision of semiconductor manufacturing processes, offering advanced inspection and analysis capabilities.","Metrology | Material processing | Acoustic, chemical, and optical inspection",ok,0,gpt-4o
388,QES MECHATRONIC SDN BHD,Test & Measurement,High,Automated Optical Inspection System | Automated Wafer Handling System | Advanced Metrology Systems,Logic | Memory | Advanced Packaging,,"QES Mechatronic Sdn Bhd specializes in the manufacturing of semiconductor inspection and handling equipment, including automated optical inspection systems, wafer handling systems, and advanced metrology systems. Their expertise in precision motion control and sensor applications allows them to provide integrated solutions for inspection, testing, and measurement in the semiconductor industry.",Precision Motion Control | Sensor Technology | Robotic Integration,ok,0,gpt-4o
389,Quantel Global Pte Ltd,Other,,,,,,,empty-input,0,gpt-4o
390,QVI India Private Limited,Test & Measurement,High,3D multisensor VMM metrology systems | High-speed industrial inspection | Edge-detection metrology,Advanced Packaging | Automotive | Logic,"QVI India Private Limited serves as the local representative for OGP, providing product details, demonstrations, training, and purchase information in India.","QVI India Private Limited, representing OGP, specializes in advanced metrology systems for high-speed, high-accuracy industrial inspection. Their 3D multisensor VMM systems are integral to quality control processes in semiconductor manufacturing, offering precision measurement solutions for various end markets.",Multisensor measurement technology | Vision metrology | Dimensional measurement systems,ok,0,gpt-4o
391,Raana Semiconductors Pvt Ltd,Materials,High,Czochralski-grown single crystal Silicon boules | High-purity single crystal Germanium | Nd:YAG single crystals for solid-state laser systems,Semiconductor substrates | Defence | Photonics,"Raana Semiconductors is India's first and only private company specializing in Czochralski crystal growth, aiming to reduce import dependence and enhance self-reliance in strategic materials.","Raana Semiconductors Pvt Ltd specializes in the production of high-purity single crystals using the Czochralski process, including Silicon, Germanium, Nd:YAG, and Lithium Niobate. These materials are critical for semiconductor substrates, defence applications, and photonics, supporting India's strategic autonomy and technological advancement.",Czochralski crystal growth | High-purity single crystal production | Automated crystal growth systems,ok,0,gpt-4o
